12SLE,41SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,1.926407386,296.5614424,1209.573873,36228.75998,1503.875361
25SLE,41SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,1.257704704,289.275425,1668.434245,54590.59205,2687.202968
23SLE,41SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,2.075913995,131.4485234,613.216255,13998.96432,969.3284939
31SLE,41SLE,641236.4017,-11.7143002,7.95329,0.28345757,11,SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,1.420731367,364.3479294,1804.416863,61740.9848,2496.317169
42SLE,41SLE,775375.9439,-13.2444,8.4532099,0.93422993,11,SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,0.20532727,2846.479517,40477.76622,4077859.466,85010.17722
34SLE,41SLE,316360.3377,-11.5670996,7.29498,0.37741153,11,SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,1.833889328,128.3601214,664.8934014,15493.37366,1139.723504
21SLE,41SLE,550436.786,-12.1657,9.31141,0.33241608,11,SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,1.351310843,321.4386164,1707.160331,56804.60055,2540.939399
32SLE,41SLE,191754.4736,-12.2756004,7.5009198,0.42489064,11,SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,1.154008023,113.1145689,874.2085281,21736.86254,2055.194039
24SLE,41SLE,612546.8019,-12.7334995,8.7240896,0.46344641,11,SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,0.534774283,876.5273061,7684.359992,431431.7957,13882.91841
33SLE,41SLE,352832.0699,-12.4265003,8.05931,0.3577404,11,SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,0.710244014,358.1826,3098.837573,123320.9055,6477.549701
13SLE,41SLE,538271.4597,-10.9485998,8.6857595,0.15503266,11,SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,2.168395115,199.8372764,814.7618993,20998.6803,1084.653881
22SLE,41SLE,362084.2954,-12.8070002,9.18221,0.4919229,11,SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,0.904226668,293.125798,2193.530425,77638.1425,4267.837546
11SLE,41SLE,472521.038,-10.6969995,8.0851002,0.21122915,11,SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,2.401035739,156.4822648,623.4415847,14545.35768,851.44425
41SLE,12SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,1.926407386,294.6146494,1186.064735,36236.88241,1502.733099
25SLE,12SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,0.998876318,472.4238418,2871.51435,117948.7734,4535.90694
23SLE,12SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,1.534484689,229.8498261,1177.370954,35034.02814,1858.967401
31SLE,12SLE,641236.4017,-11.7143002,7.95329,0.28345757,11,SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,0.51371003,1258.045284,10296.94062,667716.7732,17070.54186
42SLE,12SLE,775375.9439,-13.2444,8.4532099,0.93422993,11,SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,2.110314285,406.6962006,1409.625766,46670.7352,1512.787934
34SLE,12SLE,316360.3377,-11.5670996,7.29498,0.37741153,11,SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,0.727998138,405.5318549,3291.167016,138409.287,6601.582227
21SLE,12SLE,550436.786,-12.1657,9.31141,0.33241608,11,SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,1.689232209,340.9322294,1472.227164,48499.74473,1914.669944
32SLE,12SLE,191754.4736,-12.2756004,7.5009198,0.42489064,11,SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,1.154683136,148.279634,1058.261726,29270.93525,2300.635282
24SLE,12SLE,612546.8019,-12.7334995,8.7240896,0.46344641,11,SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,1.728217911,376.5647519,1559.322804,52720.55311,1932.743681
33SLE,12SLE,352832.0699,-12.4265003,8.05931,0.3577404,11,SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,1.232499811,278.0578663,1621.457563,53806.82269,2724.241436
13SLE,12SLE,538271.4597,-10.9485998,8.6857595,0.15503266,11,SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,0.802175119,675.1696912,4490.38186,216718.9977,7121.849809
22SLE,12SLE,362084.2954,-12.8070002,9.18221,0.4919229,11,SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,2.039580339,177.3053071,769.7771358,19805.17811,1126.052869
11SLE,12SLE,472521.038,-10.6969995,8.0851002,0.21122915,11,SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,0.529362795,865.1276239,7558.934863,433010.5461,14031.53447
41SLE,25SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,1.257704704,290.3246384,1686.532838,54583.86529,2688.32561
12SLE,25SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,0.998876318,477.2704082,2960.197595,117907.8048,4541.251208
23SLE,25SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,0.951919648,237.7883784,1809.702289,58590.54816,3641.918239
31SLE,25SLE,641236.4017,-11.7143002,7.95329,0.28345757,11,SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,0.726533709,594.1472146,4510.195946,206720.6503,7726.209878
42SLE,25SLE,775375.9439,-13.2444,8.4532099,0.93422993,11,SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,1.384892409,398.8134925,1988.751207,69562.74005,2681.626781
34SLE,25SLE,316360.3377,-11.5670996,7.29498,0.37741153,11,SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,1.401098184,142.8594483,901.5963379,22808.42008,1727.716204
21SLE,25SLE,550436.786,-12.1657,9.31141,0.33241608,11,SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,0.711601476,509.7480479,4080.644499,179111.0051,7464.720016
32SLE,25SLE,191754.4736,-12.2756004,7.5009198,0.42489064,11,SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,1.227921315,91.85565678,715.6762719,16243.59395,1728.758452
24SLE,25SLE,612546.8019,-12.7334995,8.7240896,0.46344641,11,SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,0.86045955,480.2436967,3350.568335,138292.189,5598.092734
33SLE,25SLE,352832.0699,-12.4265003,8.05931,0.3577404,11,SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,0.816558445,270.2114179,2254.698473,78652.59214,4748.102871
13SLE,25SLE,538271.4597,-10.9485998,8.6857595,0.15503266,11,SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,0.927011307,386.4379482,2675.478832,101446.4311,4616.148805
22SLE,25SLE,362084.2954,-12.8070002,9.18221,0.4919229,11,SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,1.067207762,215.6818383,1533.484431,46928.26576,2985.812568
11SLE,25SLE,472521.038,-10.6969995,8.0851002,0.21122915,11,SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,1.311842171,239.605632,1408.881684,42531.59806,2342.746413
41SLE,23SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,2.075913995,132.9044457,633.679495,13993.71682,970.5610866
12SLE,23SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,1.534484689,233.9312941,1240.775808,35013.0458,1862.746094
25SLE,23SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,0.951919648,239.5532504,1850.024267,58575.80338,3645.026487
31SLE,23SLE,641236.4017,-11.7143002,7.95329,0.28345757,11,SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,1.54377705,213.8798212,1153.351554,31602.66214,1780.189966
42SLE,23SLE,775375.9439,-13.2444,8.4532099,0.93422993,11,SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,2.146187562,193.8550541,822.5515642,20290.11876,1082.975738
34SLE,23SLE,316360.3377,-11.5670996,7.29498,0.37741153,11,SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,2.168653277,69.52174129,373.5960896,6669.420294,699.2545204
21SLE,23SLE,550436.786,-12.1657,9.31141,0.33241608,11,SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,0.832790449,323.6705701,2588.737614,92820.04221,4966.649595
32SLE,23SLE,191754.4736,-12.2756004,7.5009198,0.42489064,11,SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,2.161891653,39.54466125,243.7181435,3648.999937,556.4596783
24SLE,23SLE,612546.8019,-12.7334995,8.7240896,0.46344641,11,SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,1.567922885,200.0951835,1082.791458,28955.3667,1695.089779
33SLE,23SLE,352832.0699,-12.4265003,8.05931,0.3577404,11,SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,1.763535444,95.77540678,562.454728,11630.16617,1062.803585
13SLE,23SLE,538271.4597,-10.9485998,8.6857595,0.15503266,11,SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,0.862853189,305.1076802,2405.76562,84004.65779,4614.712639
22SLE,23SLE,362084.2954,-12.8070002,9.18221,0.4919229,11,SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,1.486822822,116.0166791,745.9398929,17021.1466,1457.133144
11SLE,23SLE,472521.038,-10.6969995,8.0851002,0.21122915,11,SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,1.51287532,154.2811363,914.0053101,22713.51113,1599.978237
41SLE,31SLE,540326.047,-13.0862999,8.3221998,0.7624943,11,SLE,641236.4017,-11.7143002,7.95329,0.28345757,11,SLE,1.420731367,362.6764659,1779.860258,61750.64833,2494.993292
12SLE,31SLE,690510.5587,-11.2013998,7.9244599,0.25267546,11,SLE,641236.4017,-11.7143002,7.95329,0.28345757,11,SLE,0.51371003,1260.54888,10358.12723,667671.5915,17074.45764
25SLE,31SLE,472176.2751,-11.8753004,8.6617603,0.19374123,11,SLE,641236.4017,-11.7143002,7.95329,0.28345757,11,SLE,0.726533709,589.2841788,4401.074626,206778.4853,7718.887676
23SLE,31SLE,358521.7854,-11.3449001,9.45222,0.22842549,11,SLE,641236.4017,-11.7143002,7.95329,0.28345757,11,SLE,1.54377705,210.5664064,1100.917407,31619.46102,1776.986269
