from_loc,to_loc,amount,country,from_pop,from_x,from_y,to_pop,to_x,to_y,euc_dist,predict_ipums,predict_ipums_country,predict_civ,predict_kenya,predict_sen
351,348,47.21809522,LBR,93414.84981,-9.3866501,5.8787298,150884.9051,-7.7648201,4.7287798,1.988144248,7.280748843,47.08471786,75.6298261,628.8473441,308.8027329
351,349,429.98648,LBR,93414.84981,-9.3866501,5.8787298,1308424.011,-10.5480003,6.5419302,1.337373941,115.760874,458.328082,750.2831856,19670.79583,1703.453481
351,350,442.8589017,LBR,93414.84981,-9.3866501,5.8787298,627531.8244,-8.7726603,6.8030901,1.109696102,61.33995985,294.9723372,560.9612283,11774.9038,1687.693927
351,352,39.58574743,LBR,93414.84981,-9.3866501,5.8787298,104715.7059,-7.8723998,5.28721,1.625684362,5.887097086,42.32541629,77.2137281,608.4221456,372.7826468
351,353,164.9840617,LBR,93414.84981,-9.3866501,5.8787298,138577.2887,-8.8148499,5.3475099,0.780480654,16.13257323,115.3716579,294.0228597,3843.252314,1565.088457
352,339,39.87587765,LBR,104715.7059,-7.8723998,5.28721,149799.6404,-10.8154001,6.6986299,3.263948054,5.129037604,31.01822984,38.99917177,259.6784709,134.4658811
352,340,103.914225,LBR,104715.7059,-7.8723998,5.28721,426355.118,-9.6467104,6.9486499,2.430753103,21.58955191,103.8614806,138.5418828,1697.564398,369.0426408
352,341,30.59422118,LBR,104715.7059,-7.8723998,5.28721,110068.2791,-10.3106003,7.3967299,3.224111643,3.690407574,24.07772652,31.21916029,182.9332907,119.1128588
352,342,39.36998413,LBR,104715.7059,-7.8723998,5.28721,228538.8981,-11.0354004,7.0935102,3.642429575,7.372120697,39.86123611,45.9251011,347.0524699,134.6035762
352,343,86.41074815,LBR,104715.7059,-7.8723998,5.28721,299852.351,-9.8148499,6.2178702,2.153889691,16.41148038,86.89010883,126.4568263,1416.100146,388.5870408
352,344,246.3440297,LBR,104715.7059,-7.8723998,5.28721,162952.2294,-8.2062998,5.9391298,0.732453845,23.33244153,157.0896565,405.749989,6127.063944,1992.612336
352,345,138.0992969,LBR,104715.7059,-7.8723998,5.28721,78816.50307,-8.1866198,4.7797799,0.596841281,12.69671559,103.7728749,313.928651,3845.66876,2046.855087
352,346,76.28822187,LBR,104715.7059,-7.8723998,5.28721,365772.1222,-9.86518,7.9780002,3.348361514,13.43628745,65.27735442,75.43995238,731.2206736,194.4802164
352,347,92.41350684,LBR,104715.7059,-7.8723998,5.28721,389701.4135,-10.2087002,6.51475,2.639157822,18.0748,88.2491648,113.9214179,1285.720036,305.7989503
352,348,239.3563715,LBR,104715.7059,-7.8723998,5.28721,150884.9051,-7.7648201,4.7287798,0.568698233,27.26303721,191.1048346,561.7198748,9364.498546,3015.144902
352,349,303.3730258,LBR,104715.7059,-7.8723998,5.28721,1308424.011,-10.5480003,6.5419302,2.955192179,61.95941321,223.2574708,247.4411769,4460.866255,438.8240169
352,350,168.8096597,LBR,104715.7059,-7.8723998,5.28721,627531.8244,-8.7726603,6.8030901,1.763054578,44.93805145,202.2948425,305.7958697,5245.665138,781.604699
352,351,39.77862888,LBR,104715.7059,-7.8723998,5.28721,93414.84981,-9.3866501,5.8787298,1.625684362,5.905178783,42.5108001,77.92261554,608.3586413,372.9145601
352,353,164.1959387,LBR,104715.7059,-7.8723998,5.28721,138577.2887,-8.8148499,5.3475099,0.944377186,15.31505278,104.9442805,242.6940243,2989.736887,1176.329453
353,339,58.52745118,LBR,138577.2887,-8.8148499,5.3475099,149799.6404,-10.8154001,6.6986299,2.414068424,9.386948765,54.59397189,78.62792938,677.1366336,262.0475713
353,340,152.2044589,LBR,138577.2887,-8.8148499,5.3475099,426355.118,-9.6467104,6.9486499,1.804339544,39.37651524,182.1180371,277.7852844,4393.907912,714.5806213
353,341,43.34281894,LBR,138577.2887,-8.8148499,5.3475099,110068.2791,-10.3106003,7.3967299,2.537039981,6.367319779,39.7407647,57.27274188,420.1962403,207.9120328
353,342,56.24139131,LBR,138577.2887,-8.8148499,5.3475099,228538.8981,-11.0354004,7.0935102,2.824776375,12.89711245,66.79284062,86.14122463,821.2949037,241.1138246
353,343,140.8608416,LBR,138577.2887,-8.8148499,5.3475099,299852.351,-9.8148499,6.2178702,1.325717561,35.77234042,185.0246599,337.2831699,5378.048384,1049.787697
353,344,279.7756274,LBR,138577.2887,-8.8148499,5.3475099,162952.2294,-8.2062998,5.9391298,0.848732779,27.85591361,173.5697565,412.8104741,6373.835142,1747.883274
353,345,139.7164007,LBR,138577.2887,-8.8148499,5.3475099,78816.50307,-8.1866198,4.7797799,0.846752863,12.50268604,92.95003337,234.6442601,2643.583005,1252.793758
353,346,103.7033367,LBR,138577.2887,-8.8148499,5.3475099,365772.1222,-9.86518,7.9780002,2.832432265,21.64085663,99.95643926,123.9595075,1448.499402,298.5039772
353,347,141.2595469,LBR,138577.2887,-8.8148499,5.3475099,389701.4135,-10.2087002,6.51475,1.818039634,35.3943458,167.2049579,255.9470406,3877.642734,676.2189817
353,348,85.61369431,LBR,138577.2887,-8.8148499,5.3475099,150884.9051,-7.7648201,4.7287798,1.218765571,18.13136897,111.6005859,223.9779638,2767.214158,886.32375
353,349,454.9629961,LBR,138577.2887,-8.8148499,5.3475099,1308424.011,-10.5480003,6.5419302,2.104863454,117.5358779,408.6087336,528.3574258,12564.97703,914.4514585
353,350,232.6259819,LBR,138577.2887,-8.8148499,5.3475099,627531.8244,-8.7726603,6.8030901,1.456191499,74.04246895,317.5349132,521.0914784,10912.00988,1251.720708
353,351,167.0073462,LBR,138577.2887,-8.8148499,5.3475099,93414.84981,-9.3866501,5.8787298,0.780480654,16.30433572,117.126156,303.4504405,3841.867177,1567.001882
353,352,165.4036293,LBR,138577.2887,-8.8148499,5.3475099,104715.7059,-7.8723998,5.28721,0.944377186,15.43071711,106.0755984,248.1971317,2988.971338,1177.350975
11,12,240,GIN,218489.002,-14.0565004,10.3793001,510052.8782,-14.3570995,11.0874996,0.769354503,180.960552,84.87283285,1734.411934,54462.49889,4373.095991
11,13,71,GIN,218489.002,-14.0565004,10.3793001,129474.8371,-13.5916996,10.5093002,0.482638384,61.9052181,12.45983813,1206.746857,26620.01835,5301.826992
11,14,12,GIN,218489.002,-14.0565004,10.3793001,188941.5096,-13.3559999,11.7236996,1.515952165,31.64479832,10.45175093,283.7152927,4053.100119,825.7616664
11,15,0,GIN,218489.002,-14.0565004,10.3793001,121615.0233,-13.1983004,12.3718004,2.169461842,13.82168589,3.96575811,116.4108078,1137.81969,355.8426502
11,21,2,GIN,218489.002,-14.0565004,10.3793001,176133.0208,-11.0618,10.7280998,3.014944729,15.22181731,5.78416778,94.22351905,910.9378436,235.4008578
11,22,9,GIN,218489.002,-14.0565004,10.3793001,197679.5077,-10.7251997,11.6080999,3.550706029,14.8015958,6.236429819,80.38508074,750.1589951,185.6845861
11,23,1,GIN,218489.002,-14.0565004,10.3793001,207360.6417,-10.7383003,9.9902096,3.340934498,16.53631764,7.034528181,91.56191215,900.7007463,211.5617411
11,24,2,GIN,218489.002,-14.0565004,10.3793001,302497.1179,-10.0241003,9.2423201,4.189626963,20.24302212,11.1489356,87.15880094,897.7395572,168.5694458
11,31,2,GIN,218489.002,-14.0565004,10.3793001,415005.0157,-9.1062803,10.0597,4.960526511,24.45502091,16.63175212,86.30873782,933.9340501,144.5814358
11,32,4,GIN,218489.002,-14.0565004,10.3793001,281537.3845,-9.10114,9.2628403,5.079574705,15.56639964,8.673980652,61.44302041,554.5509745,115.76315
11,33,0,GIN,218489.002,-14.0565004,10.3793001,216073.9891,-10.0997,10.5812998,3.961953216,14.71492338,6.68521732,72.9314768,668.0527808,159.2544358
11,34,0,GIN,218489.002,-14.0565004,10.3793001,272074.324,-8.6185598,10.7580004,5.451111069,14.01504182,7.810407186,53.72158495,460.3654036,100.5005744
11,35,7,GIN,218489.002,-14.0565004,10.3793001,467364.4625,-9.4721098,11.6784,4.764902698,28.97788425,20.77028211,100.7072296,1172.047085,164.1101874
11,41,30,GIN,218489.002,-14.0565004,10.3793001,414701.8612,-13.3373003,9.7425098,0.96059912,116.5296379,51.87032845,1051.797917,26869.58364,2676.946645
11,42,99,GIN,218489.002,-14.0565004,10.3793001,182771.752,-13.4969997,10.1379004,0.609356093,72.60735302,18.62656356,1108.055366,25140.33367,4110.660315
11,43,25,GIN,218489.002,-14.0565004,10.3793001,422621.6242,-13.0550003,9.4204302,1.386518639,83.92020018,41.47742225,610.3314,12973.14028,1406.283376
11,44,27,GIN,218489.002,-14.0565004,10.3793001,519827.9114,-12.7480001,10.0972004,1.338563886,109.1063095,59.62662861,757.2167135,17941.65597,1648.122635
11,45,16,GIN,218489.002,-14.0565004,10.3793001,289477.778,-13.3662996,10.9201002,0.876836297,85.40237815,30.69702895,912.2270104,20901.16236,2664.494523
11,51,0,GIN,218489.002,-14.0565004,10.3793001,125139.833,-11.7945995,11.7763996,2.658586597,11.75619084,3.608916664,87.33633782,777.0709763,251.2029356
11,52,3,GIN,218489.002,-14.0565004,10.3793001,353228.6067,-12.3100004,11.3834,2.014566668,48.23078407,23.87229308,300.2113026,4853.398281,665.9227269
11,53,6,GIN,218489.002,-14.0565004,10.3793001,158462.1301,-12.6953001,11.5018997,1.764396814,22.54689337,7.055631254,196.1917092,2397.763802,581.030687
11,54,2,GIN,218489.002,-14.0565004,10.3793001,235386.2681,-12.1761999,12.0988998,2.548048881,24.61983716,10.44409288,152.7713123,1830.104435,363.238976
11,55,1,GIN,218489.002,-14.0565004,10.3793001,171680.3144,-11.5183001,11.5014,2.775170076,16.01077803,5.875123881,104.7805879,1046.176751,269.5471948
11,61,0,GIN,218489.002,-14.0565004,10.3793001,201814.5265,-12.1427002,10.9141998,1.987145917,26.30970296,9.648843961,197.7996818,2523.893458,526.2010837
11,62,6,GIN,218489.002,-14.0565004,10.3793001,411606.499,-11.8064003,10.4937,2.253006391,51.35303822,28.36790732,285.3717989,4650.870319,585.9827872
11,63,8,GIN,218489.002,-14.0565004,10.3793001,295296.9775,-12.6388998,10.8983002,1.509620007,52.06188268,21.75635131,404.9815319,7043.076753,1023.562877
11,71,1,GIN,218489.002,-14.0565004,10.3793001,238674.8358,-8.3298101,8.8924503,5.91656185,11.21566541,5.956297204,42.79792869,331.8750518,81.75131093
11,72,6,GIN,218489.002,-14.0565004,10.3793001,771233.6547,-10.2948999,8.6985703,4.120011042,57.90930494,52.11609604,186.0038034,2905.456891,268.1685435
11,73,2,GIN,218489.002,-14.0565004,10.3793001,229578.9743,-8.32162,7.9829402,6.215415833,10.25176454,5.401802397,38.51366208,286.1637242,73.55479628
11,74,2,GIN,218489.002,-14.0565004,10.3793001,535556.267,-9.3374901,8.4493198,5.098419576,31.58847569,24.76232748,101.063985,1204.661819,155.0080728
11,75,3,GIN,218489.002,-14.0565004,10.3793001,414652.7709,-8.79142,7.9532299,5.797144835,21.0647011,14.9069991,68.02305971,678.1522389,109.5459385
11,76,1,GIN,218489.002,-14.0565004,10.3793001,316570.2385,-9.1082897,7.53864,5.705623448,15.8669117,9.69399322,56.42149209,504.2870767,99.41918833
11,81,594,GIN,218489.002,-14.0565004,10.3793001,1686295.28,-13.5714998,9.6266603,0.895372688,587.8479989,539.9078333,3509.536459,171361.1981,5817.553846
12,11,133,GIN,510052.8782,-14.3570995,11.0874996,218489.002,-14.0565004,10.3793001,0.769354503,185.1276127,49.251206,1856.166611,54420.31259,4384.597018
12,13,68,GIN,510052.8782,-14.3570995,11.0874996,129474.8371,-13.5916996,10.5093002,0.959245304,84.13587411,17.96218342,880.6827094,18316.19278,2323.278604
12,14,44,GIN,510052.8782,-14.3570995,11.0874996,188941.5096,-13.3559999,11.7236996,1.18614959,104.4196989,28.76253625,856.6822775,18795.97125,1898.247089
12,15,14,GIN,510052.8782,-14.3570995,11.0874996,121615.0233,-13.1983004,12.3718004,1.729810365,44.79667609,10.77165237,341.546848,5076.712098,791.0244264
12,21,4,GIN,510052.8782,-14.3570995,11.0874996,176133.0208,-11.0618,10.7280998,3.31484042,36.33953483,12.57243857,169.4544814,2105.694721,295.5603923
12,22,2,GIN,510052.8782,-14.3570995,11.0874996,197679.5077,-10.7251997,11.6080999,3.669021781,37.48544294,14.15156887,158.8985529,1968.866406,260.3313862
12,23,3,GIN,510052.8782,-14.3570995,11.0874996,207360.6417,-10.7383003,9.9902096,3.781501421,38.40167083,14.98530846,157.5413403,1961.873307,252.2606981
12,24,8,GIN,510052.8782,-14.3570995,11.0874996,302497.1179,-10.0241003,9.2423201,4.709519026,47.31910981,23.86389962,151.5491561,1983.221176,203.4775791
12,31,6,GIN,510052.8782,-14.3570995,11.0874996,415005.0157,-9.1062803,10.0597,5.350464867,59.45619159,36.63420374,159.8166604,2245.18017,187.8203683
12,32,18,GIN,510052.8782,-14.3570995,11.0874996,281537.3845,-9.10114,9.2628403,5.563676107,37.296655,18.90343044,111.1419386,1291.882006,146.3322445
12,33,1,GIN,510052.8782,-14.3570995,11.0874996,216073.9891,-10.0997,10.5812998,4.287387169,35.66450981,14.69195833,134.3753838,1595.291689,205.6826394
12,34,1,GIN,510052.8782,-14.3570995,11.0874996,272074.324,-8.6185598,10.7580004,5.747991615,34.81604201,17.47599784,102.9661931,1159.212417,135.9192448
12,35,9,GIN,510052.8782,-14.3570995,11.0874996,467364.4625,-9.4721098,11.6784,4.920598302,73.43097662,47.15192023,199.259496,3080.094863,230.3399613
12,41,45,GIN,510052.8782,-14.3570995,11.0874996,414701.8612,-13.3373003,9.7425098,1.687894538,178.0742365,81.44690233,926.0659895,23790.33985,1460.312399
12,42,21,GIN,510052.8782,-14.3570995,11.0874996,182771.752,-13.4969997,10.1379004,1.281214387,93.53555858,25.82419792,742.2151249,15415.88911,1629.778048
12,43,22,GIN,510052.8782,-14.3570995,11.0874996,422621.6242,-13.0550003,9.4204302,2.115320948,146.6929824,71.832199,666.4026487,15337.71286,986.1944801
12,44,58,GIN,510052.8782,-14.3570995,11.0874996,519827.9114,-12.7480001,10.0972004,1.889416149,205.360974,108.9842494,930.7275333,24870.34424,1327.111757
12,45,97,GIN,510052.8782,-14.3570995,11.0874996,289477.778,-13.3662996,10.9201002,1.004841779,196.0014968,64.83264047,1540.219575,44385.72308,3107.825866
12,51,15,GIN,510052.8782,-14.3570995,11.0874996,125139.833,-11.7945995,11.7763996,2.653486284,30.77228064,8.388746427,182.0101597,2189.615118,374.6008252
12,52,65,GIN,510052.8782,-14.3570995,11.0874996,353228.6067,-12.3100004,11.3834,2.068374186,122.8941941,54.41221607,599.2648289,12906.7093,944.3472389
12,53,23,GIN,510052.8782,-14.3570995,11.0874996,158462.1301,-12.6953001,11.5018997,1.712689315,60.60070142,16.72002402,426.568731,7152.309671,910.3904555
12,54,12,GIN,510052.8782,-14.3570995,11.0874996,235386.2681,-12.1761999,12.0988998,2.404007785,67.98786144,25.24295314,346.8725616,5786.317323,598.6687805
12,55,3,GIN,510052.8782,-14.3570995,11.0874996,171680.3144,-11.5183001,11.5014,2.868814315,40.53198508,13.32792792,206.9928227,2743.501311,377.6333344
12,61,5,GIN,510052.8782,-14.3570995,11.0874996,201814.5265,-12.1427002,10.9141998,2.221170205,61.83118142,20.73394332,346.8955492,5640.331614,641.5698219
12,62,9,GIN,510052.8782,-14.3570995,11.0874996,411606.499,-11.8064003,10.4937,2.618905186,116.2724713,59.32526772,471.4973192,9593.158968,666.4107691
12,63,18,GIN,510052.8782,-14.3570995,11.0874996,295296.9775,-12.6388998,10.8983002,1.72858515,119.5771123,45.97591249,684.6321461,14981.80011,1195.609576
12,71,13,GIN,510052.8782,-14.3570995,11.0874996,238674.8358,-8.3298101,8.8924503,6.414550564,27.13496548,13.07303219,78.62999941,789.4760236,105.2336182
12,72,6,GIN,510052.8782,-14.3570995,11.0874996,771233.6547,-10.2948999,8.6985703,4.712584088,133.1424454,110.214028,314.9548448,6193.875243,313.8374988
12,73,3,GIN,510052.8782,-14.3570995,11.0874996,229578.9743,-8.32162,7.9829402,6.787142393,24.63395606,11.79708711,69.98864235,670.7999844,93.48104735
12,74,10,GIN,510052.8782,-14.3570995,11.0874996,535556.267,-9.3374901,8.4493198,5.670667614,74.58806301,53.39390034,178.587078,2719.608868,190.6669059
12,75,10,GIN,510052.8782,-14.3570995,11.0874996,414652.7709,-8.79142,7.9532299,6.387521808,50.18552986,32.35343542,121.9342214,1560.702653,137.0162597
12,76,3,GIN,510052.8782,-14.3570995,11.0874996,316570.2385,-9.1082897,7.53864,6.335961551,37.52224751,20.92574328,99.94200553,1142.167433,122.6356071
12,81,883,GIN,510052.8782,-14.3570995,11.0874996,1686295.28,-13.5714998,9.6266603,1.658679701,854.2541203,817.2484145,2850.952952,136165.4716,2888.896106
13,11,43,GIN,129474.8371,-13.5916996,10.5093002,218489.002,-14.0565004,10.3793001,0.482638384,61.04144734,17.43366819,1157.258977,26632.7528,5293.239294
13,12,83,GIN,129474.8371,-13.5916996,10.5093002,510052.8782,-14.3570995,11.0874996,0.959245304,81.09451618,43.30991499,789.1674219,18339.16026,2313.431235
13,14,2,GIN,129474.8371,-13.5916996,10.5093002,188941.5096,-13.3559999,11.7236996,1.237061135,21.22668612,7.156337178,246.2319587,3249.960322,928.2054326
13,15,1,GIN,129474.8371,-13.5916996,10.5093002,121615.0233,-13.1983004,12.3718004,1.90359395,8.652711169,2.582077136,90.45740845,786.4230939,351.5696888
13,21,1,GIN,129474.8371,-13.5916996,10.5093002,176133.0208,-11.0618,10.7280998,2.539343469,9.907769616,3.874499026,77.92837521,684.6425688,250.134922
13,22,1,GIN,129474.8371,-13.5916996,10.5093002,197679.5077,-10.7251997,11.6080999,3.069883134,9.39731726,4.102308852,63.88499143,534.4002416,188.3368637
13,23,2,GIN,129474.8371,-13.5916996,10.5093002,207360.6417,-10.7383003,9.9902096,2.900231476,10.45831668,4.614326281,72.32040368,636.350604,213.0451627
13,24,5,GIN,129474.8371,-13.5916996,10.5093002,302497.1179,-10.0241003,9.2423201,3.785895315,12.32295153,7.112445488,64.76009511,584.2432989,158.061388
13,31,3,GIN,129474.8371,-13.5916996,10.5093002,415005.0157,-9.1062803,10.0597,4.507896032,14.80721818,10.56871845,63.57910613,600.8126625,134.214151
13,32,0,GIN,129474.8371,-13.5916996,10.5093002,281537.3845,-9.10114,9.2628403,4.660342026,9.340071712,5.475558554,44.60863744,349.8499238,105.6543993
13,33,3,GIN,129474.8371,-13.5916996,10.5093002,216073.9891,-10.0997,10.5812998,3.492741781,9.170922163,4.338576251,56.26859613,457.3289641,156.0368098
13,34,0,GIN,129474.8371,-13.5916996,10.5093002,272074.324,-8.6185598,10.7580004,4.979354502,8.444357771,4.945419122,39.26388545,293.0467103,92.44177275
13,35,0,GIN,129474.8371,-13.5916996,10.5093002,467364.4625,-9.4721098,11.6784,4.282267444,17.73227628,13.30068799,75.45231007,771.3411138,155.3826417
13,41,18,GIN,129474.8371,-13.5916996,10.5093002,414701.8612,-13.3373003,9.7425098,0.807890167,75.95338051,34.78019175,871.8289678,20254.87508,2851.869222
13,42,28,GIN,129474.8371,-13.5916996,10.5093002,182771.752,-13.4969997,10.1379004,0.383283032,62.39310179,15.27730404,1429.712654,34345.20436,7340.312235
13,43,28,GIN,129474.8371,-13.5916996,10.5093002,422621.6242,-13.0550003,9.4204302,1.213953877,52.64506548,27.04647917,475.8360862,9006.66134,1394.787114
13,44,23,GIN,129474.8371,-13.5916996,10.5093002,519827.9114,-12.7480001,10.0972004,0.938964904,84.51623922,45.34254164,827.4826654,19607.30562,2424.287212
13,45,34,GIN,129474.8371,-13.5916996,10.5093002,289477.778,-13.3662996,10.9201002,0.46857422,85.70035122,28.19074872,1508.779998,39861.60553,6357.38428
13,51,4,GIN,129474.8371,-13.5916996,10.5093002,125139.833,-11.7945995,11.7763996,2.198888278,7.785441725,2.448068432,74.2591724,606.1560952,275.6885954
13,52,27,GIN,129474.8371,-13.5916996,10.5093002,353228.6067,-12.3100004,11.3834,1.55138754,34.18621952,17.01573728,284.5947303,4381.756388,829.7737257
13,53,6,GIN,129474.8371,-13.5916996,10.5093002,158462.1301,-12.6953001,11.5018997,1.337454983,16.22321186,5.084489999,190.5128008,2235.84126,744.6021691
13,54,2,GIN,129474.8371,-13.5916996,10.5093002,235386.2681,-12.1761999,12.0988998,2.128489203,16.1510024,7.036022827,127.9467492,1398.863214,391.6706677
13,55,1,GIN,129474.8371,-13.5916996,10.5093002,171680.3144,-11.5183001,11.5014,2.298531596,10.58888053,3.981453806,88.90147537,813.7356411,295.0848876
13,61,3,GIN,129474.8371,-13.5916996,10.5093002,201814.5265,-12.1427002,10.9141998,1.504507543,18.95218309,6.958991031,192.4237382,2359.209075,675.7693459
13,62,24,GIN,129474.8371,-13.5916996,10.5093002,411606.499,-11.8064003,10.4937,1.785367457,35.42165206,19.82281628,258.9887604,3960.062364,693.9474155
13,63,14,GIN,129474.8371,-13.5916996,10.5093002,295296.9775,-12.6388998,10.8983002,1.029149386,41.43892762,16.87529921,462.2348313,8160.127388,1583.999744
13,71,0,GIN,129474.8371,-13.5916996,10.5093002,238674.8358,-8.3298101,8.8924503,5.504696605,6.640610249,3.723693784,30.41704581,203.4621648,72.78021598
13,72,2,GIN,129474.8371,-13.5916996,10.5093002,771233.6547,-10.2948999,8.6985703,3.761333677,34.91027399,33.01192901,136.0626079,1851.608285,246.9120754
13,73,1,GIN,129474.8371,-13.5916996,10.5093002,229578.9743,-8.32162,7.9829402,5.844333481,6.009022093,3.35231899,26.93397426,171.6748684,64.26129036
13,74,2,GIN,129474.8371,-13.5916996,10.5093002,535556.267,-9.3374901,8.4493198,4.726713205,18.76623888,15.51877215,72.21661258,743.9210872,138.8709972
13,75,6,GIN,129474.8371,-13.5916996,10.5093002,414652.7709,-8.79142,7.9532299,5.438398626,12.37426827,9.266077311,47.73942577,408.773119,96.10074937
13,76,8,GIN,129474.8371,-13.5916996,10.5093002,316570.2385,-9.1082897,7.53864,5.378269829,9.278440844,6.005705016,39.3090979,301.0026617,86.47645848
13,81,337,GIN,129474.8371,-13.5916996,10.5093002,1686295.28,-13.5714998,9.6266603,0.882871013,329.3378923,324.2045017,2283.025705,93278.63921,4670.910859
14,11,11,GIN,188941.5096,-13.3559999,11.7236996,218489.002,-14.0565004,10.3793001,1.515952165,31.52156564,11.47351965,280.4354298,4053.638433,825.3900355
14,12,84,GIN,188941.5096,-13.3559999,11.7236996,510052.8782,-14.3570995,11.0874996,1.18614959,101.6718196,54.41098901,791.2344987,18813.04011,1892.41583
14,13,15,GIN,188941.5096,-13.3559999,11.7236996,129474.8371,-13.5916996,10.5093002,1.237061135,21.44322397,5.614641496,253.7933119,3248.837792,929.2929306
14,15,48,GIN,188941.5096,-13.3559999,11.7236996,121615.0233,-13.1983004,12.3718004,0.667011079,36.01320001,7.778550217,619.2184931,10657.66725,2706.975427
14,21,1,GIN,188941.5096,-13.3559999,11.7236996,176133.0208,-11.0618,10.7280998,2.500914261,15.42502733,5.69982203,110.506537,1119.006462,306.6595085
14,22,1,GIN,188941.5096,-13.3559999,11.7236996,197679.5077,-10.7251997,11.6080999,2.633338752,16.68544938,6.641751345,111.8100031,1158.850175,295.1772501
14,23,7,GIN,188941.5096,-13.3559999,11.7236996,207360.6417,-10.7383003,9.9902096,3.139639912,14.88103411,6.357253885,88.79520465,857.045496,220.7661261
14,24,3,GIN,188941.5096,-13.3559999,11.7236996,302497.1179,-10.0241003,9.2423201,4.154371092,17.30940288,9.707233268,77.88689198,765.3261908,159.8877245
14,31,5,GIN,188941.5096,-13.3559999,11.7236996,415005.0157,-9.1062803,10.0597,4.563881171,22.45543066,15.25306265,86.44748251,928.0704173,156.6659909
14,32,6,GIN,188941.5096,-13.3559999,11.7236996,281537.3845,-9.10114,9.2628403,4.915247833,13.62361312,7.681402052,56.98902872,497.0017701,114.6764617
14,33,0,GIN,188941.5096,-13.3559999,11.7236996,216073.9891,-10.0997,10.5812998,3.450879068,14.23456944,6.368420957,79.40488316,742.609923,190.2151294
14,34,0,GIN,188941.5096,-13.3559999,11.7236996,272074.324,-8.6185598,10.7580004,4.834864388,13.32550986,7.347260229,56.89560936,493.0900806,116.2287555
14,35,0,GIN,188941.5096,-13.3559999,11.7236996,467364.4625,-9.4721098,11.6784,3.884154266,29.85628609,20.71657426,121.2918824,1492.09839,220.5239281
14,41,0,GIN,188941.5096,-13.3559999,11.7236996,414701.8612,-13.3373003,9.7425098,1.981278047,49.63526266,27.17548966,307.9986085,5115.970948,690.4747775
14,42,13,GIN,188941.5096,-13.3559999,11.7236996,182771.752,-13.4969997,10.1379004,1.59205529,24.6961352,8.282730626,226.3365664,2950.299933,696.3859378
14,43,1,GIN,188941.5096,-13.3559999,11.7236996,422621.6242,-13.0550003,9.4204302,2.322853996,43.56616257,25.10173289,245.3303674,3780.521767,524.9828424
14,44,30,GIN,188941.5096,-13.3559999,11.7236996,519827.9114,-12.7480001,10.0972004,1.736422588,72.24824141,43.08965565,449.3856641,8825.234822,969.5264302
14,45,35,GIN,188941.5096,-13.3559999,11.7236996,289477.778,-13.3662996,10.9201002,0.803665403,78.70333413,28.22666919,918.9962384,20932.05911,2906.767804
14,51,1,GIN,188941.5096,-13.3559999,11.7236996,125139.833,-11.7945995,11.7763996,1.562289506,16.53776374,4.516787076,173.1738451,1932.977539,604.0214177
14,52,25,GIN,188941.5096,-13.3559999,11.7236996,353228.6067,-12.3100004,11.3834,1.099963077,72.76147356,31.43991902,665.780224,14032.45899,1824.712154
14,53,18,GIN,188941.5096,-13.3559999,11.7236996,158462.1301,-12.6953001,11.5018997,0.696935737,46.28576486,11.6315615,712.4712941,13448.46838,2831.089843
14,54,9,GIN,188941.5096,-13.3559999,11.7236996,235386.2681,-12.1761999,12.0988998,1.238023921,41.50311942,14.91435258,404.7078723,6718.698439,1224.792331
14,55,6,GIN,188941.5096,-13.3559999,11.7236996,171680.3144,-11.5183001,11.5014,1.851096342,19.96465104,6.73447814,171.2932359,2007.885738,517.3952785
14,61,5,GIN,188941.5096,-13.3559999,11.7236996,201814.5265,-12.1427002,10.9141998,1.458556166,29.95200013,10.35003755,279.5012503,3982.471738,852.0345677
14,62,10,GIN,188941.5096,-13.3559999,11.7236996,411606.499,-11.8064003,10.4937,1.978423093,49.29326297,26.87143454,306.8712187,5084.474046,689.8438767
14,63,9,GIN,188941.5096,-13.3559999,11.7236996,295296.9775,-12.6388998,10.8983002,1.093396873,60.02505841,23.5539487,583.9870797,11420.39504,1697.080506
14,71,1,GIN,188941.5096,-13.3559999,11.7236996,238674.8358,-8.3298101,8.8924503,5.768756929,9.745275965,5.247026825,39.23940163,292.8514535,79.89887245
14,72,6,GIN,188941.5096,-13.3559999,11.7236996,771233.6547,-10.2948999,8.6985703,4.303689172,47.12363496,43.76739477,153.5423172,2226.524349,231.8672217
14,73,1,GIN,188941.5096,-13.3559999,11.7236996,229578.9743,-8.32162,7.9829402,6.272022151,8.621180033,4.646484609,33.51036224,235.3639372,67.62718965
14,74,12,GIN,188941.5096,-13.3559999,11.7236996,535556.267,-9.3374901,8.4493198,5.183626538,26.37509952,21.18925793,86.93476479,975.7003104,140.6264881
14,75,0,GIN,188941.5096,-13.3559999,11.7236996,414652.7709,-8.79142,7.9532299,5.920458717,17.51345642,12.71647865,58.11566969,544.2537533,98.59487615
14,76,1,GIN,188941.5096,-13.3559999,11.7236996,316570.2385,-9.1082897,7.53864,5.963033272,12.90541489,8.138190144,46.5385926,386.0444074,85.88310197
14,81,167,GIN,188941.5096,-13.3559999,11.7236996,1686295.28,-13.5714998,9.6266603,2.108083023,220.7623776,258.054603,840.0461586,24884.49824,1185.902766
15,11,1,GIN,121615.0233,-13.1983004,12.3718004,218489.002,-14.0565004,10.3793001,2.169461842,13.60592905,5.776464148,111.078781,1138.429163,355.1973472
